source_id,source_slug,source_article,target_slug,target_url,anchor_text,full_crosslink_text,context_snippet,href
53d4d049-1c60-4f53-a2d1-cf2a1e3e5364,l6g6kh9i,Speech Errors,k0l9s1hf,https://oecs.mit.edu/pub/k0l9s1hf,Morphology,[see Morphology],"Words also adapt to respect the grammatical context they appear in (), as in the morpheme error “she’s already trunked two packs” instead of “she’s already packed two trunks” (), in which the noun “trunk” turns into a verb inflected for...",https://oecs.mit.edu/pub/k0l9s1hf
53d4d049-1c60-4f53-a2d1-cf2a1e3e5364,l6g6kh9i,Speech Errors,e9aapok3,https://oecs.mit.edu/pub/e9aapok3,Language Production,[see Language Production and Psycholinguistics],"Slips were instrumental in shaping psycholinguistic models of language production (, , ) [see Language Production and Psycholinguistics]. Errors show that speaking involves planning and building linguistic representations (sentences, phr...",https://oecs.mit.edu/pub/e9aapok3
53d4d049-1c60-4f53-a2d1-cf2a1e3e5364,l6g6kh9i,Speech Errors,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Language Production and Psycholinguistics],"Slips were instrumental in shaping psycholinguistic models of language production (, , ) [see Language Production and Psycholinguistics]. Errors show that speaking involves planning and building linguistic representations (sentences, phr...",https://oecs.mit.edu/pub/y1uhdz0y
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Psycholinguistics],"Starting in the 1980s, much experimental work concerned how speakers decide the syntactic structure of their sentences [see Psycholinguistics]. Researchers often ask participants to describe line drawings of scenes (e.g., bees stinging a...",https://oecs.mit.edu/pub/y1uhdz0y
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,l60gyowl,https://oecs.mit.edu/pub/l60gyowl,Sign Language,[see Sign Language],Language production research has historically focused on spoken language. A growing body of research demonstrates many similarities between spoken and signed language production despite the difference in modality () [see Sign Language]....,https://oecs.mit.edu/pub/l60gyowl
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,k0l9s1hf,https://oecs.mit.edu/pub/k0l9s1hf,Morphology,[see Morphology],"A morpheme is the smallest unit of language that carries meaning. For example, “bees” contains the morpheme for “bee” and a plural “s,” whereas “babysitting” contains “baby,” “sit,” and “ing” [see Morphology]. Relatively little research...",https://oecs.mit.edu/pub/k0l9s1hf
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition],"Conceptualizing priming effects as the result of slight but persistent strengthening mappings between representations allows these phenomena to connect to language acquisition, which is traditionally thought of as learning [see Language...",https://oecs.mit.edu/pub/xohbfbix
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,jr9encpg,https://oecs.mit.edu/pub/jr9encpg,Statistical Learning,[see Statistical Learning],"Representations of single sounds are also implicated as building blocks by common speech errors such as saying “what the bell” instead of “what the hell” in Indo-European languages such as English, Dutch, and Spanish and have therefore b...",https://oecs.mit.edu/pub/jr9encpg
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,1rgtz41v,https://oecs.mit.edu/pub/1rgtz41v,Working Memory,[see Working Memory],model of working memory (which is responsible for the short-term storage and manipulation of information) includes a phonological loop for rehearsing verbal material such as word lists [see Working Memory]. Psycholinguists have often con...,https://oecs.mit.edu/pub/1rgtz41v
b076f599-1e63-48f6-979f-2f7b2d43bdae,e9aapok3,Language Production,3bgjh908,https://oecs.mit.edu/pub/3bgjh908,Neuroscience of Language,[see Neuroscience of Language],"Historically, neuroimaging and electrophysiological measures have not played a large role in language production research because the movements required for speaking disrupted measurement. Also, the research questions often differed, wit...",https://oecs.mit.edu/pub/3bgjh908
3c00b537-a1fd-4efc-aa30-c3c5d4c8938a,gx9ypm4x,Conversation,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Psycholinguistics],"The study of conversation as a domain of scientific inquiry began with the emergence of conversation analysis in sociology in the 1960s and 70s, a time when audio recording equipment first became widely available. Conversation analysts r...",https://oecs.mit.edu/pub/y1uhdz0y
3c00b537-a1fd-4efc-aa30-c3c5d4c8938a,gx9ypm4x,Conversation,e9aapok3,https://oecs.mit.edu/pub/e9aapok3,Language Production,[see Language Production],"Conversation analysis has provided invaluable insights into the structural organization of conversation, but language production and comprehension has been studied largely outside this environment, with the typical psycholinguistic parad...",https://oecs.mit.edu/pub/e9aapok3
3c00b537-a1fd-4efc-aa30-c3c5d4c8938a,gx9ypm4x,Conversation,2vci5sg1,https://oecs.mit.edu/pub/2vci5sg1,Virtual Reality,[see Virtual Reality],"Conversation analysis has provided invaluable insights into the structural organization of conversation, but language production and comprehension has been studied largely outside this environment, with the typical psycholinguistic parad...",https://oecs.mit.edu/pub/2vci5sg1
6de7f0b9-ac65-4e1d-9238-3d40b4b82b20,qk3nm299,Self-Consciousness,rbmlimm5,https://oecs.mit.edu/pub/rbmlimm5,Animal Cognition,[see Animal Cognition],"Among experimental techniques, the mirror self-recognition test () was particularly influential. Seeing whether animals can use a mirror to identify bodily marks that cannot be detected without it is widely accepted as an operationalizat...",https://oecs.mit.edu/pub/rbmlimm5
6de7f0b9-ac65-4e1d-9238-3d40b4b82b20,qk3nm299,Self-Consciousness,ydxr9tvu,https://oecs.mit.edu/pub/ydxr9tvu,Bodily Sensations,[see Bodily Sensations],"More recently, new light has been cast on the Lockean idea of the embodied self through the rubber-hand illusion (), in which subjects are led to identify with a rubber hand by having their unseen hand stroked synchronously with seeing t...",https://oecs.mit.edu/pub/ydxr9tvu
6de7f0b9-ac65-4e1d-9238-3d40b4b82b20,qk3nm299,Self-Consciousness,k7xz3u08,https://oecs.mit.edu/pub/k7xz3u08,Intuitive Theories,[see Intuitive Theories],"One of the more significant developments in cognitive science during the 1980s was the emergence of the topic of mind reading (how we understand the psychology of others to navigate the social world), initially in developmental psycholog...",https://oecs.mit.edu/pub/k7xz3u08
6de7f0b9-ac65-4e1d-9238-3d40b4b82b20,qk3nm299,Self-Consciousness,984ungzu,https://oecs.mit.edu/pub/984ungzu,Affordances,[see Affordances],"A third form of self-specifying information is directly perceived in the form of affordances [see Affordances]. In Gibson’s (, p. 117) words, “the affordances of the environment are what it offers the animal, what it provides or furnishe...",https://oecs.mit.edu/pub/984ungzu
6de7f0b9-ac65-4e1d-9238-3d40b4b82b20,qk3nm299,Self-Consciousness,8q02cvue,https://oecs.mit.edu/pub/8q02cvue,Theory of Mind,[see Theory of Mind],"Initial interest in mind reading began in developmental psychology, where mind reading abilities were initially operationalized in terms of the ability to pass the false-belief test (i.e., to be able to understand that another subject mi...",https://oecs.mit.edu/pub/8q02cvue
efd6ccc3-f6ff-44dc-a0e0-94aefa14fdde,y25banqk,Self,qk3nm299,https://oecs.mit.edu/pub/qk3nm299,Self-Consciousness,[see Self-Consciousness],"Understanding the nature of the self has implications for various fields, ranging from psychology and neuroscience to metaphysics. The notion of selfhood is inherently connected to the notion of self-consciousness [see Self-Consciousness...",https://oecs.mit.edu/pub/qk3nm299
efd6ccc3-f6ff-44dc-a0e0-94aefa14fdde,y25banqk,Self,2vci5sg1,https://oecs.mit.edu/pub/2vci5sg1,Virtual Reality,[see Virtual Reality],"Understanding the nature of the self has implications for various fields, ranging from psychology and neuroscience to metaphysics. The notion of selfhood is inherently connected to the notion of self-consciousness [see Self-Consciousness...",https://oecs.mit.edu/pub/2vci5sg1
efd6ccc3-f6ff-44dc-a0e0-94aefa14fdde,y25banqk,Self,7fjwb5k3,https://oecs.mit.edu/pub/7fjwb5k3,The Mind-Body Problem,[see The Mind-Body Problem],"Understanding the nature of the self has implications for various fields, ranging from psychology and neuroscience to metaphysics. The notion of selfhood is inherently connected to the notion of self-consciousness [see Self-Consciousness...",https://oecs.mit.edu/pub/7fjwb5k3
0f3276aa-dd61-45aa-8524-6acd3c0cea84,xyn6l8i3,Niche Construction,sk15jg0g,https://oecs.mit.edu/pub/sk15jg0g,Animal Culture,[see Animal Culture],"Much work has focused on ecological niche construction, in which changes are made to ecological environmental conditions. A similar process, cultural niche construction [see Animal Culture], is thought to be particularly important in the...",https://oecs.mit.edu/pub/sk15jg0g
44f29f6b-eec1-4823-a823-fd0c62de6208,rek9756r,Numerical Cognition,zw60p83x,https://oecs.mit.edu/pub/zw60p83x,Cognitive Development,[see Cognitive Development],"Until the 20th century, questions about numerical cognition were mostly discussed by philosophers, but things changed with the birth of psychology and the introduction of experimental methods to study cognition and behavior. Scientific r...",https://oecs.mit.edu/pub/zw60p83x
44f29f6b-eec1-4823-a823-fd0c62de6208,rek9756r,Numerical Cognition,bx21plqj,https://oecs.mit.edu/pub/bx21plqj,Cognitive Artifacts,[see Cognitive Artifacts],"Humans use a variety of symbolic forms to represent number, including number words (e.g., one, two, three), verbal counting, body count systems, written numerals, and physical artifacts like counters and abacuses (). There is some debate...",https://oecs.mit.edu/pub/bx21plqj
44f29f6b-eec1-4823-a823-fd0c62de6208,rek9756r,Numerical Cognition,dubzy1cd,https://oecs.mit.edu/pub/dubzy1cd,Word Learning,[see Word Learning],"A large literature describes how children learn to count and finds surprising limits to their early abilities across a range of cultures and languages () [see Word Learning]. By as early as age 2, many children—both in the United States...",https://oecs.mit.edu/pub/dubzy1cd
44f29f6b-eec1-4823-a823-fd0c62de6208,rek9756r,Numerical Cognition,u870vxpu,https://oecs.mit.edu/pub/u870vxpu,Cultural Evolution,[see Cultural Evolution],"Previous work has documented the diverse ways in which humans engage with number, from written symbols, to physical calculators, to counting, number words, and grammatical expressions of quantity, although much descriptive work remains t...",https://oecs.mit.edu/pub/u870vxpu
d3438ecd-4953-4d2a-bb82-85a927b52378,8w58nrk1,Visual Cognitive Neuroscience,h0rivqh3,https://oecs.mit.edu/pub/h0rivqh3,Face Perception,[see Face Perception],"Human neuroimaging studies have revealed particular circumscribed regions in the visual cortex that respond selectively to specific classes of visual stimuli, including faces [see Face Perception], bodies, scenes, tools, and words (; ; )...",https://oecs.mit.edu/pub/h0rivqh3
d3438ecd-4953-4d2a-bb82-85a927b52378,8w58nrk1,Visual Cognitive Neuroscience,xdqgwrkq,https://oecs.mit.edu/pub/xdqgwrkq,Attention,[see Attention],"Neural activity in the visual cortex is shaped by cognitive processes, including attention, motivation, emotion, and expectation. Attention, motivation, and emotion enhance visual processing in favor of behaviorally relevant, previously...",https://oecs.mit.edu/pub/xdqgwrkq
d3438ecd-4953-4d2a-bb82-85a927b52378,8w58nrk1,Visual Cognitive Neuroscience,my8vpqih,https://oecs.mit.edu/pub/my8vpqih,The Free Energy Principle,"[see The Free Energy Principle, Bayesian Models of Cognition]","Neural activity in the visual cortex is shaped by cognitive processes, including attention, motivation, emotion, and expectation. Attention, motivation, and emotion enhance visual processing in favor of behaviorally relevant, previously...",https://oecs.mit.edu/pub/my8vpqih
d3438ecd-4953-4d2a-bb82-85a927b52378,8w58nrk1,Visual Cognitive Neuroscience,lwxmte1p,https://oecs.mit.edu/pub/lwxmte1p,Bayesian Models of Cognition,"[see The Free Energy Principle, Bayesian Models of Cognition]","Neural activity in the visual cortex is shaped by cognitive processes, including attention, motivation, emotion, and expectation. Attention, motivation, and emotion enhance visual processing in favor of behaviorally relevant, previously...",https://oecs.mit.edu/pub/lwxmte1p
d3438ecd-4953-4d2a-bb82-85a927b52378,8w58nrk1,Visual Cognitive Neuroscience,j39m4jos,https://oecs.mit.edu/pub/j39m4jos,Concepts,[see Concepts],"Because vision is the dominant input modality for many types of behaviors, the field of visual cognitive neuroscience is closely connected to other areas of cognitive neuroscience, including sensorimotor neuroscience, the neuroscience of...",https://oecs.mit.edu/pub/j39m4jos
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,suwgvzqg,https://oecs.mit.edu/pub/suwgvzqg,Primate Communication,[see Primate Communication],"Language is one of the most important human abilities for communication and interaction. During evolution, many animal species have developed different communication systems, some of which also include vocal communication [see Primate Co...",https://oecs.mit.edu/pub/suwgvzqg
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,e222wyjy,https://oecs.mit.edu/pub/e222wyjy,Compositionality,[see Compositionality],"Language is one of the most important human abilities for communication and interaction. During evolution, many animal species have developed different communication systems, some of which also include vocal communication [see Primate Co...",https://oecs.mit.edu/pub/e222wyjy
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,[see Psycholinguistics; Language Production],"Understanding the neural architecture of language in the brain has been a goal for centuries (e.g., ). Language is a complex mental operation that engages distributed brain areas resulting in fluent production and comprehension in real t...",https://oecs.mit.edu/pub/y1uhdz0y
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,e9aapok3,https://oecs.mit.edu/pub/e9aapok3,Language Production,[see Psycholinguistics; Language Production],"Understanding the neural architecture of language in the brain has been a goal for centuries (e.g., ). Language is a complex mental operation that engages distributed brain areas resulting in fluent production and comprehension in real t...",https://oecs.mit.edu/pub/e9aapok3
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,l60gyowl,https://oecs.mit.edu/pub/l60gyowl,Sign Language,[see Sign Language],"A core distinction exists between language and speech. Language refers to the system of rules that people use and determines what they say, how they understand language, and how they communicate. This includes production of spoken, writt...",https://oecs.mit.edu/pub/l60gyowl
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,xdqgwrkq,https://oecs.mit.edu/pub/xdqgwrkq,Attention,"[see Attention, Working Memory]","The few longitudinal neuroimaging studies on language recovery after stroke usually distinguish between an early, acute phase (first days after stroke), a subacute phase (first weeks to months), and a chronic phase (from 6 or 12 months o...",https://oecs.mit.edu/pub/xdqgwrkq
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,1rgtz41v,https://oecs.mit.edu/pub/1rgtz41v,Working Memory,"[see Attention, Working Memory]","The few longitudinal neuroimaging studies on language recovery after stroke usually distinguish between an early, acute phase (first days after stroke), a subacute phase (first weeks to months), and a chronic phase (from 6 or 12 months o...",https://oecs.mit.edu/pub/1rgtz41v
9793d1ae-c726-4096-bf96-edecba841ed5,3bgjh908,Neuroscience of Language,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"Finally, the potential of large language models to successfully predict brain responses to language has recently been demonstrated (e.g., ) [see Large Language Models]. Exciting future avenues include the use of such models to predict re...",https://oecs.mit.edu/pub/zp5n8ivs
f00bd0fc-7a6b-453d-8c31-c3faadb7ebfb,tstdnja3,Intellectual Humility,wdkwb956,https://oecs.mit.edu/pub/wdkwb956,Wisdom,[see Wisdom],"A branch of research on IH developed within the scholarship of wisdom [see Wisdom]. Intellectual humility—defined as the recognition of the limits of one’s knowledge—is considered a core facet of wise thinking (). In this work, intellect...",https://oecs.mit.edu/pub/wdkwb956
d3acfbfb-a27f-463f-96aa-d571c18e0f31,ppxhxe2b,Transformers,o3wg9y45,https://oecs.mit.edu/pub/o3wg9y45,Recurrent Neural Networks,[see Recurrent Neural Networks],"The transformer architecture emerged from research in neural machine translation, in which the goal was to translate text between languages automatically. Before transformers, the dominant approaches used recurrent neural networks (RNNs;...",https://oecs.mit.edu/pub/o3wg9y45
d3acfbfb-a27f-463f-96aa-d571c18e0f31,ppxhxe2b,Transformers,zp5n8ivs,https://oecs.mit.edu/pub/zp5n8ivs,Large Language Models,[see Large Language Models],"Another notable ingredient in the success of transformers is their scalability. Because they process all elements in a sequence simultaneously, they are easier to train than RNNs on modern parallel computing hardware like graphics proces...",https://oecs.mit.edu/pub/zp5n8ivs
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,nsjk8k6v,https://oecs.mit.edu/pub/nsjk8k6v,Hearing,[see Hearing; Touch; Olfaction],"Unlike vision, hearing, touch, taste, and smell, the vestibular system does not belong to the five traditional senses from Aristotle [see Hearing; Touch; Olfaction]. Consequently, and because the vestibular system works most of the time...",https://oecs.mit.edu/pub/nsjk8k6v
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,1g8693gt,https://oecs.mit.edu/pub/1g8693gt,Touch,[see Hearing; Touch; Olfaction],"Unlike vision, hearing, touch, taste, and smell, the vestibular system does not belong to the five traditional senses from Aristotle [see Hearing; Touch; Olfaction]. Consequently, and because the vestibular system works most of the time...",https://oecs.mit.edu/pub/1g8693gt
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,1ba2q8ay,https://oecs.mit.edu/pub/1ba2q8ay,Olfaction,[see Hearing; Touch; Olfaction],"Unlike vision, hearing, touch, taste, and smell, the vestibular system does not belong to the five traditional senses from Aristotle [see Hearing; Touch; Olfaction]. Consequently, and because the vestibular system works most of the time...",https://oecs.mit.edu/pub/1ba2q8ay
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,98iya9su,https://oecs.mit.edu/pub/98iya9su,Bayesianism,[see Bayesianism],"Under natural conditions, the peripheral vestibular system is often coactivated with neck muscles and visual receptors. As early as the first stage of vestibular processing in the brainstem (vestibular nuclei), vestibular signals are int...",https://oecs.mit.edu/pub/98iya9su
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,or750iar,https://oecs.mit.edu/pub/or750iar,Spatial Cognition,[see Spatial Cognition],"Research conducted in people with inner ear disorders indicates impaired performance in spatial navigation and memory, highlighting a crucial role of vestibular self-motion signals in path integration () [see Spatial Cognition]. Anatomic...",https://oecs.mit.edu/pub/or750iar
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,ge65ctmu,https://oecs.mit.edu/pub/ge65ctmu,Mental Imagery,[see Mental Imagery],"Research conducted in people with inner ear disorders indicates impaired performance in spatial navigation and memory, highlighting a crucial role of vestibular self-motion signals in path integration () [see Spatial Cognition]. Anatomic...",https://oecs.mit.edu/pub/ge65ctmu
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,qk3nm299,https://oecs.mit.edu/pub/qk3nm299,Self-Consciousness,[see Self-Consciousness; Bodily Sensations],Recent research has explored the vestibular contribution to the multisensory foundations of the sense of self and body representations [see Self-Consciousness; Bodily Sensations]. Although traditionally associated with balance and spatia...,https://oecs.mit.edu/pub/qk3nm299
bc3a43dd-6cd2-4cb3-9b7f-6205e3409598,bg66cvhq,Vestibular System,ydxr9tvu,https://oecs.mit.edu/pub/ydxr9tvu,Bodily Sensations,[see Self-Consciousness; Bodily Sensations],Recent research has explored the vestibular contribution to the multisensory foundations of the sense of self and body representations [see Self-Consciousness; Bodily Sensations]. Although traditionally associated with balance and spatia...,https://oecs.mit.edu/pub/ydxr9tvu
2599e324-18c7-4d9e-8de5-ee90b29861e3,l0z54fpy,Bilingualism,xdqgwrkq,https://oecs.mit.edu/pub/xdqgwrkq,Attention,[see Attention],"Over the last 100 years, the pendulum has swung from a deficient view of bilingualism in the early twentieth century to one in which bilingualism has been identified as the source of a cognitive advantage. Many studies have reported a po...",https://oecs.mit.edu/pub/xdqgwrkq
2599e324-18c7-4d9e-8de5-ee90b29861e3,l0z54fpy,Bilingualism,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,"[see Language Acquisition, Psycholinguistics]","Research on bilingualism encompasses a wide spectrum of interests in the field of education (e.g., institutional language planning, language teaching), psycholinguistics (e.g., language development in infants and young children, language...",https://oecs.mit.edu/pub/xohbfbix
2599e324-18c7-4d9e-8de5-ee90b29861e3,l0z54fpy,Bilingualism,y1uhdz0y,https://oecs.mit.edu/pub/y1uhdz0y,Psycholinguistics,"[see Language Acquisition, Psycholinguistics]","Research on bilingualism encompasses a wide spectrum of interests in the field of education (e.g., institutional language planning, language teaching), psycholinguistics (e.g., language development in infants and young children, language...",https://oecs.mit.edu/pub/y1uhdz0y
2599e324-18c7-4d9e-8de5-ee90b29861e3,l0z54fpy,Bilingualism,3bgjh908,https://oecs.mit.edu/pub/3bgjh908,Neuroscience of Language,"[see Neuroscience of Language, Acquired Language Disorders]","Research on bilingualism encompasses a wide spectrum of interests in the field of education (e.g., institutional language planning, language teaching), psycholinguistics (e.g., language development in infants and young children, language...",https://oecs.mit.edu/pub/3bgjh908
2599e324-18c7-4d9e-8de5-ee90b29861e3,l0z54fpy,Bilingualism,gasxfap5,https://oecs.mit.edu/pub/gasxfap5,Acquired Language Disorders,"[see Neuroscience of Language, Acquired Language Disorders]","Research on bilingualism encompasses a wide spectrum of interests in the field of education (e.g., institutional language planning, language teaching), psycholinguistics (e.g., language development in infants and young children, language...",https://oecs.mit.edu/pub/gasxfap5
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,3bgjh908,https://oecs.mit.edu/pub/3bgjh908,Neuroscience of Language,[see Neuroscience of Language; Neuroscience of Syntax],"Since the 1970s, the application of linguistic concepts to aphasia (e.g., ) and the development of structural neuroimaging (e.g., ) and functional neuroimaging (e.g., ) have dramatically advanced knowledge of the nature and neural basis...",https://oecs.mit.edu/pub/3bgjh908
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,7n23j8sg,https://oecs.mit.edu/pub/7n23j8sg,Neuroscience of Syntax,[see Neuroscience of Language; Neuroscience of Syntax],"Since the 1970s, the application of linguistic concepts to aphasia (e.g., ) and the development of structural neuroimaging (e.g., ) and functional neuroimaging (e.g., ) have dramatically advanced knowledge of the nature and neural basis...",https://oecs.mit.edu/pub/7n23j8sg
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,8q02cvue,https://oecs.mit.edu/pub/8q02cvue,Theory of Mind,[see Theory of Mind],"Even in individuals whose acquired language disorders are severe, other cognitive, social, and affective functions can be largely or completely spared. For example, individuals with aphasia often have preserved abilities to perform numer...",https://oecs.mit.edu/pub/8q02cvue
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,ho9e9c80,https://oecs.mit.edu/pub/ho9e9c80,Language,[see Language; Phonology; Morphology],"Language is a complex system involving many components, including a lexicon (mental dictionary) that links arbitrary word forms to semantic or conceptual knowledge and a grammatical system that allows limitless expression by regulating t...",https://oecs.mit.edu/pub/ho9e9c80
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,xep4vfyz,https://oecs.mit.edu/pub/xep4vfyz,Phonology,[see Language; Phonology; Morphology],"Language is a complex system involving many components, including a lexicon (mental dictionary) that links arbitrary word forms to semantic or conceptual knowledge and a grammatical system that allows limitless expression by regulating t...",https://oecs.mit.edu/pub/xep4vfyz
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,k0l9s1hf,https://oecs.mit.edu/pub/k0l9s1hf,Morphology,[see Language; Phonology; Morphology],"Language is a complex system involving many components, including a lexicon (mental dictionary) that links arbitrary word forms to semantic or conceptual knowledge and a grammatical system that allows limitless expression by regulating t...",https://oecs.mit.edu/pub/k0l9s1hf
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,t5j0qv3d,https://oecs.mit.edu/pub/t5j0qv3d,Neuroplasticity,[see Neuroplasticity],The brain mechanisms that support recovery from aphasia are only minimally understood (). It appears that neuroplasticity largely takes place within surviving language regions () rather than involving the recruitment of new regions () or...,https://oecs.mit.edu/pub/t5j0qv3d
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,xdqgwrkq,https://oecs.mit.edu/pub/xdqgwrkq,Attention,[see Attention; Visual Cognitive Neuroscience],"The current issues in acquired disorders of language—modularity, interactivity, neuroplasticity, and so on—play out in many other areas in cognitive science, such as attention, memory, motor control, and visual processing [see Attention;...",https://oecs.mit.edu/pub/xdqgwrkq
32a49570-936f-4fa0-b170-5b2a7dc3fbcf,gasxfap5,Acquired Language Disorders,8w58nrk1,https://oecs.mit.edu/pub/8w58nrk1,Visual Cognitive Neuroscience,[see Attention; Visual Cognitive Neuroscience],"The current issues in acquired disorders of language—modularity, interactivity, neuroplasticity, and so on—play out in many other areas in cognitive science, such as attention, memory, motor control, and visual processing [see Attention;...",https://oecs.mit.edu/pub/8w58nrk1
0af7e268-ed8f-412c-b49e-d5e1367db80d,khjovpre,Language Socialization,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Language Acquisition],"Language socialization began with questions about learning language as a sociocultural skill, drawing on the fields of language acquisition (with a focus on innate human capacities and psycholinguistic development) [see Language Acquisit...",https://oecs.mit.edu/pub/xohbfbix
0af7e268-ed8f-412c-b49e-d5e1367db80d,khjovpre,Language Socialization,spow8trw,https://oecs.mit.edu/pub/spow8trw,WEIRD,[see WEIRD],"Grounded in ethnographic and linguistic field research in Western Samoa and Papua New Guinea in the 1970s, compellingly discussed the importance of explicitly attending to linguistic detail as embedded in social exchange between children...",https://oecs.mit.edu/pub/spow8trw
0af7e268-ed8f-412c-b49e-d5e1367db80d,khjovpre,Language Socialization,8q02cvue,https://oecs.mit.edu/pub/8q02cvue,Theory of Mind,[see Theory of Mind],"At a macro-level, acquiring language is both embedded in and constitutive of socialization into group membership, representing a bidirectional process (; ). Zooming in a little closer, researchers have speculated that interactional routi...",https://oecs.mit.edu/pub/8q02cvue
0af7e268-ed8f-412c-b49e-d5e1367db80d,khjovpre,Language Socialization,gx9ypm4x,https://oecs.mit.edu/pub/gx9ypm4x,Conversation,[see Conversation],"Language socialization research has made a strong contribution to the documentation of cultures, languages, and moments in time. It presents a nexus of research interests that are underrepresented in cognitive science, most obviously in...",https://oecs.mit.edu/pub/gx9ypm4x
0af7e268-ed8f-412c-b49e-d5e1367db80d,khjovpre,Language Socialization,d8e1n1e8,https://oecs.mit.edu/pub/d8e1n1e8,Social Learning,[see Social Learning],"Language socialization research has made a strong contribution to the documentation of cultures, languages, and moments in time. It presents a nexus of research interests that are underrepresented in cognitive science, most obviously in...",https://oecs.mit.edu/pub/d8e1n1e8
7b420317-7b9a-45fd-92da-2e6e8ccc7d2e,lwxmte1p,Bayesian Models of Cognition,98iya9su,https://oecs.mit.edu/pub/98iya9su,Bayesianism,[see Bayesianism],"Bayesian models of cognition are based on a subjective interpretation of probability originally introduced in the 18th century by Thomas Bayes and Pierre-Simon Laplace [see Bayesianism]. In this approach, probabilities are taken to indic...",https://oecs.mit.edu/pub/98iya9su
7b420317-7b9a-45fd-92da-2e6e8ccc7d2e,lwxmte1p,Bayesian Models of Cognition,i1om74mo,https://oecs.mit.edu/pub/i1om74mo,Causal Learning,[see Causal Learning; Language Acquisition],"Bayesian inference over structured representations has proven particularly useful for explaining phenomena in categorization, causal learning, and language learning [see Causal Learning; Language Acquisition]. In each of these cases, dif...",https://oecs.mit.edu/pub/i1om74mo
7b420317-7b9a-45fd-92da-2e6e8ccc7d2e,lwxmte1p,Bayesian Models of Cognition,xohbfbix,https://oecs.mit.edu/pub/xohbfbix,Language Acquisition,[see Causal Learning; Language Acquisition],"Bayesian inference over structured representations has proven particularly useful for explaining phenomena in categorization, causal learning, and language learning [see Causal Learning; Language Acquisition]. In each of these cases, dif...",https://oecs.mit.edu/pub/xohbfbix
7b420317-7b9a-45fd-92da-2e6e8ccc7d2e,lwxmte1p,Bayesian Models of Cognition,8q02cvue,https://oecs.mit.edu/pub/8q02cvue,Theory of Mind,[see Theory of Mind],"For example, when predicting somebody else’s behavior, it is useful to know what their goals are. This can be captured in a generative model in which people select a goal and then take actions to achieve that goal. The goal is a latent v...",https://oecs.mit.edu/pub/8q02cvue
